customer_id,signup_date,churned_at,plan,country,monthly_revenue,status,acquisition_channel
CUST-00073,2025-05-07 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,GB,25.43,churned,referral
CUST-00074,2025-12-23 00:00:00+00:00,2026-03-29 00:00:00+00:00,Pro,CA,75.1,churned,referral
CUST-00075,2024-12-04 00:00:00+00:00,,Pro,AU,91.36,active,sales
CUST-00076,2025-04-28 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,AU,23.62,churned,paid_search
CUST-00077,2025-08-07 00:00:00+00:00,,Pro,US,75.21,active,organic
CUST-00078,2025-10-17 00:00:00+00:00,,Basic,IN,16.3,active,paid_search
CUST-00079,2025-02-26 00:00:00+00:00,2026-04-12 00:00:00+00:00,Enterprise,IN,192.94,churned,partner
CUST-00080,2024-12-15 00:00:00+00:00,,Basic,IN,15.33,active,referral
CUST-00081,2024-06-12 00:00:00+00:00,,Pro,IN,84.05,active,sales
CUST-00082,2025-05-25 00:00:00+00:00,,Pro,CA,101.4,active,organic
CUST-00083,2025-12-02 00:00:00+00:00,,Basic,US,26.07,active,organic
CUST-00084,2024-08-25 00:00:00+00:00,,Pro,AU,65.67,active,sales
CUST-00085,2025-01-12 00:00:00+00:00,,Pro,DE,86.2,active,referral
CUST-00086,2024-11-24 00:00:00+00:00,,Pro,DE,73.18,active,referral
CUST-00087,2026-01-14 00:00:00+00:00,2026-04-13 00:00:00+00:00,Pro,IN,89.39,churned,partner
CUST-00088,2025-08-19 00:00:00+00:00,,Enterprise,IN,196.74,active,partner
CUST-00089,2024-10-09 00:00:00+00:00,,Basic,DE,23.95,active,organic
CUST-00090,2024-08-25 00:00:00+00:00,,Pro,IN,77.58,active,referral
CUST-00091,2025-05-26 00:00:00+00:00,,Basic,AU,35.06,active,organic
CUST-00092,2024-09-13 00:00:00+00:00,,Pro,US,77.18,active,sales
CUST-00093,2024-08-19 00:00:00+00:00,2026-03-23 00:00:00+00:00,Pro,US,75.03,churned,paid_search
CUST-00094,2025-06-28 00:00:00+00:00,2026-03-25 00:00:00+00:00,Basic,AU,27.41,churned,partner
CUST-00095,2024-07-11 00:00:00+00:00,,Basic,DE,18.83,active,organic
CUST-00096,2025-09-05 00:00:00+00:00,2026-03-27 00:00:00+00:00,Enterprise,US,202.18,churned,referral
CUST-00097,2025-10-08 00:00:00+00:00,2026-03-28 00:00:00+00:00,Basic,CA,14.71,churned,referral
CUST-00098,2024-12-07 00:00:00+00:00,2026-04-04 00:00:00+00:00,Pro,US,75.45,churned,sales
CUST-00099,2025-01-07 00:00:00+00:00,,Basic,CA,35.08,active,referral
CUST-00100,2025-12-16 00:00:00+00:00,,Enterprise,AU,201.42,active,organic
CUST-00101,2024-08-25 00:00:00+00:00,,Basic,CA,33.72,active,organic
CUST-00102,2025-11-05 00:00:00+00:00,,Basic,CA,28.48,active,sales
CUST-00103,2024-09-13 00:00:00+00:00,,Enterprise,IN,208.36,active,partner
CUST-00104,2026-03-17 00:00:00+00:00,2026-04-14 00:00:00+00:00,Enterprise,AU,206.4,churned,paid_search
CUST-00105,2024-09-19 00:00:00+00:00,,Basic,IN,32.57,active,sales
CUST-00106,2024-09-26 00:00:00+00:00,,Basic,GB,36.42,active,referral
CUST-00107,2024-09-30 00:00:00+00:00,,Pro,IN,85.0,active,paid_search
CUST-00108,2024-12-19 00:00:00+00:00,2026-04-08 00:00:00+00:00,Enterprise,GB,195.48,churned,referral
CUST-00109,2025-05-01 00:00:00+00:00,2026-04-20 00:00:00+00:00,Basic,CA,18.25,churned,referral
CUST-00110,2024-11-21 00:00:00+00:00,,Pro,GB,82.36,active,referral
CUST-00111,2025-09-12 00:00:00+00:00,,Pro,US,83.37,active,sales
CUST-00112,2024-09-30 00:00:00+00:00,,Pro,IN,87.72,active,partner
CUST-00113,2025-03-04 00:00:00+00:00,,Pro,AU,71.51,active,partner
CUST-00114,2025-05-10 00:00:00+00:00,,Pro,DE,71.75,active,referral
CUST-00115,2025-04-08 00:00:00+00:00,2026-04-09 00:00:00+00:00,Basic,DE,32.68,churned,paid_search
CUST-00116,2025-02-23 00:00:00+00:00,,Enterprise,GB,198.43,active,paid_search
CUST-00117,2026-02-25 00:00:00+00:00,,Enterprise,IN,183.91,active,sales
CUST-00118,2025-12-16 00:00:00+00:00,2026-04-08 00:00:00+00:00,Pro,DE,82.0,churned,organic
CUST-00119,2025-10-04 00:00:00+00:00,,Basic,DE,14.18,active,partner
CUST-00120,2026-01-02 00:00:00+00:00,2026-04-04 00:00:00+00:00,Basic,CA,21.44,churned,organic
CUST-00121,2025-05-23 00:00:00+00:00,,Pro,DE,89.81,active,organic
CUST-00122,2024-12-16 00:00:00+00:00,,Basic,CA,43.6,active,partner
CUST-00123,2024-12-26 00:00:00+00:00,,Enterprise,AU,189.27,active,sales
CUST-00124,2025-05-01 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,US,26.36,churned,partner
CUST-00125,2024-08-09 00:00:00+00:00,2026-04-08 00:00:00+00:00,Pro,GB,79.34,churned,paid_search
CUST-00126,2025-02-25 00:00:00+00:00,,Enterprise,GB,213.25,active,organic
CUST-00127,2026-01-27 00:00:00+00:00,,Basic,US,25.06,active,paid_search
CUST-00128,2024-10-11 00:00:00+00:00,,Basic,IN,25.18,active,sales
CUST-00129,2025-02-19 00:00:00+00:00,,Pro,AU,91.39,active,organic
CUST-00130,2025-01-09 00:00:00+00:00,,Pro,GB,76.0,active,organic
CUST-00131,2025-02-25 00:00:00+00:00,2026-03-28 00:00:00+00:00,Basic,US,34.78,churned,paid_search
CUST-00132,2025-03-06 00:00:00+00:00,,Pro,IN,67.18,active,partner
CUST-00133,2026-01-19 00:00:00+00:00,,Enterprise,IN,197.63,active,sales
CUST-00134,2025-03-02 00:00:00+00:00,2026-03-24 00:00:00+00:00,Basic,IN,15.72,churned,partner
CUST-00135,2024-09-20 00:00:00+00:00,,Basic,US,20.56,active,referral
CUST-00136,2025-08-25 00:00:00+00:00,2026-03-23 00:00:00+00:00,Basic,AU,35.71,churned,paid_search
CUST-00137,2025-01-31 00:00:00+00:00,,Basic,AU,28.6,active,paid_search
CUST-00138,2026-03-01 00:00:00+00:00,,Basic,GB,26.45,active,referral
CUST-00139,2025-07-26 00:00:00+00:00,,Basic,DE,23.01,active,paid_search
CUST-00140,2025-05-25 00:00:00+00:00,2026-03-30 00:00:00+00:00,Pro,CA,77.23,churned,partner
CUST-00141,2024-05-13 00:00:00+00:00,,Basic,CA,31.41,active,organic
CUST-00142,2025-10-25 00:00:00+00:00,2026-03-27 00:00:00+00:00,Enterprise,US,206.86,churned,paid_search
CUST-00143,2025-09-13 00:00:00+00:00,,Basic,CA,8.0,active,partner
CUST-00144,2025-06-14 00:00:00+00:00,2026-04-17 00:00:00+00:00,Basic,US,22.35,churned,sales
CUST-00145,2024-05-07 00:00:00+00:00,,Pro,US,80.27,active,paid_search
CUST-00146,2024-08-11 00:00:00+00:00,,Enterprise,GB,198.21,active,sales
CUST-00147,2026-02-27 00:00:00+00:00,,Basic,AU,32.23,active,partner
CUST-00148,2025-10-12 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,US,31.14,churned,referral
CUST-00149,2024-09-02 00:00:00+00:00,2026-04-06 00:00:00+00:00,Basic,IN,26.56,churned,paid_search
CUST-00150,2026-02-10 00:00:00+00:00,,Pro,IN,74.79,active,sales
CUST-00151,2024-08-09 00:00:00+00:00,2026-04-18 00:00:00+00:00,Basic,GB,27.04,churned,paid_search
CUST-00152,2025-09-09 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,CA,38.19,churned,sales
CUST-00153,2024-06-27 00:00:00+00:00,,Basic,IN,23.14,active,referral
CUST-00154,2025-09-01 00:00:00+00:00,,Basic,IN,28.5,active,organic
CUST-00155,2025-05-27 00:00:00+00:00,,Enterprise,US,200.47,active,paid_search
CUST-00156,2024-12-21 00:00:00+00:00,,Pro,IN,91.48,active,referral
CUST-00157,2025-12-25 00:00:00+00:00,,Basic,US,26.6,active,paid_search
CUST-00158,2025-03-03 00:00:00+00:00,,Basic,DE,36.67,active,referral
CUST-00159,2025-04-08 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,GB,38.86,churned,referral
CUST-00160,2024-09-28 00:00:00+00:00,2026-04-14 00:00:00+00:00,Basic,GB,28.49,churned,organic
CUST-00161,2024-05-04 00:00:00+00:00,,Pro,AU,77.31,active,organic
CUST-00162,2024-12-19 00:00:00+00:00,,Enterprise,DE,196.37,active,organic
CUST-00163,2025-06-13 00:00:00+00:00,,Enterprise,US,196.95,active,organic
CUST-00164,2025-06-15 00:00:00+00:00,,Enterprise,GB,205.83,active,paid_search
CUST-00165,2025-06-07 00:00:00+00:00,2026-04-05 00:00:00+00:00,Enterprise,IN,200.85,churned,organic
CUST-00166,2024-09-07 00:00:00+00:00,,Enterprise,AU,200.88,active,referral
CUST-00167,2025-08-13 00:00:00+00:00,,Basic,IN,20.0,active,organic
CUST-00168,2025-11-27 00:00:00+00:00,,Basic,US,21.26,active,referral
CUST-00169,2025-08-04 00:00:00+00:00,,Basic,AU,46.15,active,sales
CUST-00170,2026-03-07 00:00:00+00:00,2026-04-09 00:00:00+00:00,Pro,GB,77.58,churned,referral
CUST-00171,2026-01-08 00:00:00+00:00,,Basic,US,22.8,active,partner
CUST-00172,2026-01-19 00:00:00+00:00,2026-04-03 00:00:00+00:00,Pro,AU,90.45,churned,organic
CUST-00173,2024-10-06 00:00:00+00:00,,Pro,IN,81.25,active,sales
CUST-00174,2024-11-09 00:00:00+00:00,,Pro,CA,83.63,active,organic
CUST-00175,2024-11-27 00:00:00+00:00,,Basic,AU,27.9,active,partner
CUST-00176,2025-05-08 00:00:00+00:00,,Basic,GB,26.45,active,partner
CUST-00177,2024-11-13 00:00:00+00:00,,Basic,DE,27.64,active,referral
CUST-00178,2025-12-01 00:00:00+00:00,2026-03-24 00:00:00+00:00,Enterprise,DE,187.94,churned,partner
CUST-00179,2024-07-09 00:00:00+00:00,,Pro,DE,78.3,active,referral
CUST-00180,2025-04-11 00:00:00+00:00,,Pro,US,81.37,active,sales
CUST-00181,2024-06-13 00:00:00+00:00,2026-04-17 00:00:00+00:00,Basic,IN,43.8,churned,organic
CUST-00182,2025-12-07 00:00:00+00:00,,Basic,IN,29.69,active,sales
CUST-00183,2025-04-13 00:00:00+00:00,2026-04-06 00:00:00+00:00,Basic,AU,10.33,churned,paid_search
CUST-00184,2024-11-27 00:00:00+00:00,2026-04-19 00:00:00+00:00,Pro,US,78.25,churned,sales
CUST-00185,2025-04-15 00:00:00+00:00,,Pro,DE,100.92,active,paid_search
CUST-00186,2025-05-19 00:00:00+00:00,2026-04-10 00:00:00+00:00,Basic,AU,35.93,churned,sales
CUST-00187,2025-11-28 00:00:00+00:00,,Enterprise,CA,192.51,active,organic
CUST-00188,2025-07-03 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,IN,33.73,churned,sales
CUST-00189,2025-10-09 00:00:00+00:00,,Enterprise,US,193.06,active,paid_search
CUST-00190,2025-08-26 00:00:00+00:00,,Basic,AU,18.17,active,partner
CUST-00191,2024-12-06 00:00:00+00:00,2026-04-13 00:00:00+00:00,Basic,US,26.21,churned,sales
CUST-00192,2025-01-12 00:00:00+00:00,,Pro,US,79.73,active,paid_search
CUST-00193,2025-01-28 00:00:00+00:00,,Basic,CA,14.02,active,organic
CUST-00194,2025-07-16 00:00:00+00:00,2026-03-26 00:00:00+00:00,Basic,CA,19.81,churned,paid_search
CUST-00195,2024-05-29 00:00:00+00:00,2026-04-15 00:00:00+00:00,Basic,AU,29.08,churned,organic
CUST-00196,2026-01-21 00:00:00+00:00,2026-03-28 00:00:00+00:00,Basic,CA,25.73,churned,organic
CUST-00197,2025-07-29 00:00:00+00:00,,Pro,US,82.16,active,referral
CUST-00198,2025-12-31 00:00:00+00:00,,Enterprise,US,189.28,active,organic
CUST-00199,2025-08-01 00:00:00+00:00,,Enterprise,IN,204.71,active,paid_search
CUST-00200,2024-05-28 00:00:00+00:00,,Basic,US,19.53,active,paid_search
CUST-00201,2025-07-13 00:00:00+00:00,,Pro,CA,92.14,active,sales
CUST-00202,2024-07-04 00:00:00+00:00,,Basic,US,15.27,active,sales
CUST-00203,2025-04-15 00:00:00+00:00,,Basic,DE,20.26,active,organic
CUST-00204,2024-11-25 00:00:00+00:00,,Basic,CA,32.34,active,paid_search
CUST-00205,2025-05-11 00:00:00+00:00,,Enterprise,AU,212.31,active,paid_search
CUST-00206,2025-09-20 00:00:00+00:00,,Enterprise,IN,201.52,active,sales
CUST-00207,2024-10-11 00:00:00+00:00,,Pro,GB,83.5,active,referral
CUST-00208,2024-05-23 00:00:00+00:00,,Pro,DE,79.14,active,referral
CUST-00209,2025-09-22 00:00:00+00:00,2026-04-11 00:00:00+00:00,Basic,AU,20.79,churned,organic
CUST-00210,2024-10-01 00:00:00+00:00,,Pro,GB,75.08,active,referral
CUST-00211,2025-09-23 00:00:00+00:00,,Pro,IN,69.3,active,paid_search
CUST-00212,2024-11-13 00:00:00+00:00,2026-04-15 00:00:00+00:00,Basic,AU,18.77,churned,referral
CUST-00213,2024-09-24 00:00:00+00:00,,Basic,CA,32.21,active,partner
CUST-00214,2025-05-16 00:00:00+00:00,2026-04-20 00:00:00+00:00,Basic,GB,20.01,churned,organic
CUST-00215,2024-10-30 00:00:00+00:00,2026-04-03 00:00:00+00:00,Enterprise,US,201.56,churned,referral
CUST-00216,2025-09-16 00:00:00+00:00,2026-04-07 00:00:00+00:00,Basic,DE,18.59,churned,referral
CUST-00217,2026-01-27 00:00:00+00:00,2026-03-31 00:00:00+00:00,Enterprise,CA,201.37,churned,partner
CUST-00218,2026-01-15 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,CA,25.09,churned,paid_search
CUST-00219,2025-05-18 00:00:00+00:00,2026-04-02 00:00:00+00:00,Pro,GB,90.25,churned,paid_search
CUST-00220,2024-07-08 00:00:00+00:00,,Basic,US,31.59,active,sales
CUST-00221,2025-12-24 00:00:00+00:00,,Basic,DE,38.89,active,organic
CUST-00222,2025-05-12 00:00:00+00:00,,Basic,AU,22.95,active,organic
CUST-00223,2024-11-22 00:00:00+00:00,,Basic,CA,29.45,active,referral
CUST-00224,2025-11-03 00:00:00+00:00,,Enterprise,US,191.15,active,organic
CUST-00225,2024-11-10 00:00:00+00:00,,Basic,IN,25.69,active,organic
CUST-00226,2025-08-23 00:00:00+00:00,2026-04-14 00:00:00+00:00,Pro,GB,76.9,churned,referral
CUST-00227,2024-09-11 00:00:00+00:00,,Basic,US,23.19,active,partner
CUST-00228,2025-02-16 00:00:00+00:00,,Basic,CA,19.28,active,referral
CUST-00229,2025-03-10 00:00:00+00:00,2026-04-02 00:00:00+00:00,Pro,US,67.69,churned,paid_search
CUST-00230,2025-11-21 00:00:00+00:00,2026-03-27 00:00:00+00:00,Basic,DE,10.28,churned,partner
CUST-00231,2025-05-07 00:00:00+00:00,2026-04-12 00:00:00+00:00,Enterprise,CA,190.55,churned,partner
CUST-00232,2024-08-08 00:00:00+00:00,,Pro,AU,84.02,active,referral
CUST-00233,2026-03-09 00:00:00+00:00,,Pro,AU,66.21,active,paid_search
CUST-00234,2024-10-15 00:00:00+00:00,,Basic,IN,18.06,active,paid_search
CUST-00235,2025-04-16 00:00:00+00:00,,Basic,AU,43.33,active,referral
CUST-00236,2024-11-11 00:00:00+00:00,,Enterprise,GB,193.91,active,referral
CUST-00237,2024-12-20 00:00:00+00:00,,Basic,US,31.57,active,sales
CUST-00238,2025-05-28 00:00:00+00:00,,Basic,GB,34.14,active,organic
CUST-00239,2025-08-22 00:00:00+00:00,2026-04-20 00:00:00+00:00,Basic,GB,34.3,churned,sales
CUST-00240,2025-01-14 00:00:00+00:00,,Pro,DE,66.82,active,organic
CUST-00241,2025-12-16 00:00:00+00:00,2026-04-04 00:00:00+00:00,Pro,IN,77.15,churned,referral
CUST-00242,2025-02-12 00:00:00+00:00,2026-04-16 00:00:00+00:00,Pro,GB,66.05,churned,paid_search
CUST-00243,2026-01-16 00:00:00+00:00,,Pro,GB,98.57,active,sales
CUST-00244,2024-12-29 00:00:00+00:00,2026-04-09 00:00:00+00:00,Basic,IN,16.24,churned,organic
CUST-00245,2025-01-13 00:00:00+00:00,,Enterprise,AU,190.62,active,sales
CUST-00246,2026-01-23 00:00:00+00:00,,Basic,IN,20.68,active,organic
CUST-00247,2024-10-16 00:00:00+00:00,2026-04-15 00:00:00+00:00,Pro,AU,67.03,churned,referral
CUST-00248,2025-06-09 00:00:00+00:00,,Basic,IN,39.82,active,partner
CUST-00249,2024-09-26 00:00:00+00:00,,Enterprise,CA,218.38,active,paid_search
CUST-00250,2026-02-22 00:00:00+00:00,2026-04-18 00:00:00+00:00,Basic,GB,25.19,churned,paid_search
CUST-00251,2025-11-19 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,US,18.44,churned,referral
CUST-00252,2025-04-16 00:00:00+00:00,,Basic,US,11.1,active,paid_search
CUST-00253,2025-11-13 00:00:00+00:00,,Basic,AU,27.05,active,organic
CUST-00254,2025-08-07 00:00:00+00:00,,Basic,CA,26.47,active,partner
CUST-00255,2024-12-22 00:00:00+00:00,,Pro,IN,73.79,active,organic
CUST-00256,2025-12-13 00:00:00+00:00,2026-04-05 00:00:00+00:00,Basic,DE,30.77,churned,paid_search
CUST-00257,2024-12-10 00:00:00+00:00,2026-03-30 00:00:00+00:00,Enterprise,DE,202.16,churned,referral
CUST-00258,2026-01-10 00:00:00+00:00,,Basic,US,31.58,active,referral
CUST-00259,2025-11-22 00:00:00+00:00,2026-03-24 00:00:00+00:00,Pro,GB,76.47,churned,referral
CUST-00260,2025-02-10 00:00:00+00:00,,Basic,AU,20.19,active,sales
CUST-00261,2024-09-21 00:00:00+00:00,,Pro,CA,84.33,active,paid_search
CUST-00262,2025-11-25 00:00:00+00:00,,Pro,CA,79.1,active,partner
CUST-00263,2025-08-28 00:00:00+00:00,2026-04-14 00:00:00+00:00,Basic,US,36.11,churned,organic
CUST-00264,2024-06-22 00:00:00+00:00,2026-03-27 00:00:00+00:00,Enterprise,IN,205.32,churned,sales
CUST-00265,2024-05-09 00:00:00+00:00,,Basic,GB,17.63,active,partner
CUST-00266,2025-02-15 00:00:00+00:00,,Basic,US,17.53,active,paid_search
CUST-00267,2025-05-18 00:00:00+00:00,,Pro,DE,72.96,active,referral
CUST-00268,2025-07-26 00:00:00+00:00,,Pro,US,70.55,active,paid_search
CUST-00269,2025-01-24 00:00:00+00:00,,Basic,US,35.04,active,organic
CUST-00270,2025-02-08 00:00:00+00:00,2026-04-01 00:00:00+00:00,Basic,US,31.81,churned,referral
CUST-00271,2025-08-31 00:00:00+00:00,,Enterprise,IN,207.79,active,partner
CUST-00272,2026-03-07 00:00:00+00:00,,Pro,AU,82.17,active,referral
CUST-00273,2025-12-08 00:00:00+00:00,2026-03-25 00:00:00+00:00,Enterprise,IN,200.67,churned,partner
CUST-00274,2024-05-30 00:00:00+00:00,2026-04-18 00:00:00+00:00,Pro,CA,88.6,churned,sales
CUST-00275,2025-06-07 00:00:00+00:00,,Pro,IN,82.76,active,partner
CUST-00276,2025-04-24 00:00:00+00:00,,Basic,US,29.54,active,paid_search
CUST-00277,2025-05-04 00:00:00+00:00,,Enterprise,GB,210.84,active,paid_search
CUST-00278,2024-09-28 00:00:00+00:00,2026-04-05 00:00:00+00:00,Basic,AU,29.92,churned,referral
CUST-00279,2026-02-06 00:00:00+00:00,2026-04-09 00:00:00+00:00,Pro,US,76.57,churned,paid_search
CUST-00280,2026-01-24 00:00:00+00:00,,Basic,US,22.3,active,organic
CUST-00281,2025-09-13 00:00:00+00:00,,Pro,CA,84.62,active,paid_search
CUST-00282,2025-04-21 00:00:00+00:00,,Pro,DE,88.9,active,organic
CUST-00283,2024-12-14 00:00:00+00:00,,Pro,GB,78.6,active,partner
CUST-00284,2025-04-18 00:00:00+00:00,2026-04-12 00:00:00+00:00,Enterprise,AU,209.46,churned,paid_search
CUST-00285,2025-05-22 00:00:00+00:00,,Basic,CA,13.24,active,partner
CUST-00286,2024-06-13 00:00:00+00:00,,Pro,GB,78.56,active,sales
CUST-00287,2025-12-01 00:00:00+00:00,,Basic,DE,28.68,active,paid_search
CUST-00288,2025-02-21 00:00:00+00:00,,Basic,US,23.18,active,paid_search
CUST-00289,2025-03-13 00:00:00+00:00,2026-03-30 00:00:00+00:00,Basic,IN,48.07,churned,organic
CUST-00290,2025-04-30 00:00:00+00:00,2026-04-13 00:00:00+00:00,Basic,DE,28.47,churned,sales
CUST-00291,2024-09-11 00:00:00+00:00,,Basic,IN,25.74,active,partner
CUST-00292,2025-09-19 00:00:00+00:00,,Pro,CA,79.21,active,referral
CUST-00293,2024-06-02 00:00:00+00:00,2026-03-29 00:00:00+00:00,Pro,CA,62.98,churned,paid_search
CUST-00294,2025-08-06 00:00:00+00:00,,Pro,IN,72.92,active,referral
