customer_id,transaction_time,amount,status,days_late
CUST-00035,2026-03-22 00:00:00+00:00,197.85,succeeded,2
CUST-00035,2026-02-20 00:00:00+00:00,193.7,succeeded,0
CUST-00035,2026-01-21 00:00:00+00:00,195.1,succeeded,1
CUST-00035,2025-12-22 00:00:00+00:00,197.62,succeeded,0
CUST-00035,2025-11-22 00:00:00+00:00,189.42,succeeded,0
CUST-00036,2026-04-21 00:00:00+00:00,21.34,succeeded,0
CUST-00036,2026-03-22 00:00:00+00:00,20.79,succeeded,0
CUST-00036,2026-02-20 00:00:00+00:00,12.78,succeeded,3
CUST-00036,2026-01-21 00:00:00+00:00,20.95,succeeded,3
CUST-00036,2025-12-22 00:00:00+00:00,20.47,succeeded,3
CUST-00036,2025-11-22 00:00:00+00:00,20.06,succeeded,2
CUST-00037,2026-04-21 00:00:00+00:00,70.33,succeeded,2
CUST-00037,2026-03-22 00:00:00+00:00,72.29,succeeded,0
CUST-00037,2026-02-20 00:00:00+00:00,70.96,succeeded,0
CUST-00037,2026-01-21 00:00:00+00:00,62.2,succeeded,1
CUST-00037,2025-12-22 00:00:00+00:00,68.06,succeeded,2
CUST-00037,2025-11-22 00:00:00+00:00,73.99,succeeded,1
CUST-00038,2026-04-21 00:00:00+00:00,21.06,succeeded,1
CUST-00038,2026-03-22 00:00:00+00:00,30.13,succeeded,1
CUST-00038,2026-02-20 00:00:00+00:00,31.39,succeeded,2
CUST-00038,2026-01-21 00:00:00+00:00,25.33,succeeded,2
CUST-00038,2025-12-22 00:00:00+00:00,33.37,succeeded,3
CUST-00038,2025-11-22 00:00:00+00:00,30.68,succeeded,3
CUST-00039,2026-04-21 00:00:00+00:00,68.67,succeeded,0
CUST-00039,2026-03-22 00:00:00+00:00,75.06,succeeded,2
CUST-00039,2026-02-20 00:00:00+00:00,74.99,succeeded,0
CUST-00039,2026-01-21 00:00:00+00:00,65.09,succeeded,1
CUST-00039,2025-12-22 00:00:00+00:00,75.49,succeeded,3
CUST-00039,2025-11-22 00:00:00+00:00,76.15,succeeded,2
CUST-00040,2026-03-22 00:00:00+00:00,75.58,succeeded,1
CUST-00040,2026-02-20 00:00:00+00:00,77.33,succeeded,1
CUST-00040,2026-01-21 00:00:00+00:00,68.78,succeeded,3
CUST-00040,2025-12-22 00:00:00+00:00,77.73,succeeded,2
CUST-00040,2025-11-22 00:00:00+00:00,69.25,succeeded,2
CUST-00041,2026-04-21 00:00:00+00:00,25.02,succeeded,2
CUST-00041,2026-03-22 00:00:00+00:00,32.68,failed,0
CUST-00041,2026-02-20 00:00:00+00:00,24.52,succeeded,0
CUST-00041,2026-01-21 00:00:00+00:00,87.81,succeeded,2
CUST-00041,2025-12-22 00:00:00+00:00,13.88,succeeded,2
CUST-00041,2025-11-22 00:00:00+00:00,32.87,succeeded,3
CUST-00042,2026-03-22 00:00:00+00:00,32.28,succeeded,1
CUST-00042,2026-02-20 00:00:00+00:00,26.51,succeeded,2
CUST-00042,2026-01-21 00:00:00+00:00,38.16,succeeded,0
CUST-00042,2025-12-22 00:00:00+00:00,31.1,succeeded,1
CUST-00042,2025-11-22 00:00:00+00:00,24.15,succeeded,1
CUST-00043,2026-03-22 00:00:00+00:00,21.83,succeeded,2
CUST-00043,2026-02-20 00:00:00+00:00,28.14,succeeded,1
CUST-00043,2026-01-21 00:00:00+00:00,14.73,succeeded,3
CUST-00043,2025-12-22 00:00:00+00:00,29.96,succeeded,0
CUST-00043,2025-11-22 00:00:00+00:00,30.78,failed,14
CUST-00044,2026-04-21 00:00:00+00:00,26.76,succeeded,0
CUST-00044,2026-03-22 00:00:00+00:00,21.11,succeeded,0
CUST-00044,2026-02-20 00:00:00+00:00,34.66,succeeded,1
CUST-00044,2026-01-21 00:00:00+00:00,26.44,succeeded,2
CUST-00044,2025-12-22 00:00:00+00:00,19.86,succeeded,1
CUST-00044,2025-11-22 00:00:00+00:00,27.64,succeeded,0
CUST-00045,2026-04-21 00:00:00+00:00,25.34,failed,2
CUST-00045,2026-03-22 00:00:00+00:00,31.14,succeeded,1
CUST-00045,2026-02-20 00:00:00+00:00,32.08,succeeded,1
CUST-00045,2026-01-21 00:00:00+00:00,39.37,succeeded,2
CUST-00045,2025-12-22 00:00:00+00:00,33.29,succeeded,0
CUST-00045,2025-11-22 00:00:00+00:00,39.14,succeeded,1
CUST-00046,2026-03-22 00:00:00+00:00,26.66,succeeded,2
CUST-00046,2026-02-20 00:00:00+00:00,24.6,succeeded,0
CUST-00046,2026-01-21 00:00:00+00:00,27.94,succeeded,2
CUST-00046,2025-12-22 00:00:00+00:00,31.35,succeeded,0
CUST-00046,2025-11-22 00:00:00+00:00,28.55,succeeded,2
CUST-00047,2026-04-21 00:00:00+00:00,33.62,succeeded,0
CUST-00047,2026-03-22 00:00:00+00:00,27.94,succeeded,0
CUST-00047,2026-02-20 00:00:00+00:00,35.43,succeeded,0
CUST-00047,2026-01-21 00:00:00+00:00,23.68,succeeded,2
CUST-00047,2025-12-22 00:00:00+00:00,19.45,succeeded,0
CUST-00047,2025-11-22 00:00:00+00:00,18.98,succeeded,1
CUST-00048,2026-03-22 00:00:00+00:00,28.45,succeeded,2
CUST-00048,2026-02-20 00:00:00+00:00,28.47,succeeded,0
CUST-00048,2026-01-21 00:00:00+00:00,26.73,failed,6
CUST-00048,2025-12-22 00:00:00+00:00,32.19,succeeded,1
CUST-00048,2025-11-22 00:00:00+00:00,36.0,succeeded,2
CUST-00049,2026-04-21 00:00:00+00:00,91.82,succeeded,1
CUST-00049,2026-03-22 00:00:00+00:00,88.42,succeeded,1
CUST-00049,2026-02-20 00:00:00+00:00,80.28,succeeded,3
CUST-00049,2026-01-21 00:00:00+00:00,90.84,succeeded,0
CUST-00049,2025-12-22 00:00:00+00:00,84.85,succeeded,2
CUST-00049,2025-11-22 00:00:00+00:00,87.17,succeeded,1
CUST-00050,2026-03-22 00:00:00+00:00,81.21,succeeded,0
CUST-00050,2026-02-20 00:00:00+00:00,74.59,succeeded,2
CUST-00050,2026-01-21 00:00:00+00:00,79.87,succeeded,0
CUST-00050,2025-12-22 00:00:00+00:00,78.48,succeeded,0
CUST-00050,2025-11-22 00:00:00+00:00,77.04,succeeded,1
CUST-00051,2026-03-22 00:00:00+00:00,86.3,failed,14
CUST-00051,2026-02-20 00:00:00+00:00,77.51,succeeded,2
CUST-00051,2026-01-21 00:00:00+00:00,76.2,succeeded,3
CUST-00051,2025-12-22 00:00:00+00:00,83.08,succeeded,0
CUST-00051,2025-11-22 00:00:00+00:00,85.34,succeeded,2
CUST-00052,2026-03-22 00:00:00+00:00,28.19,succeeded,2
CUST-00052,2026-02-20 00:00:00+00:00,29.37,succeeded,0
CUST-00052,2026-01-21 00:00:00+00:00,18.29,succeeded,1
CUST-00052,2025-12-22 00:00:00+00:00,24.74,succeeded,3
CUST-00052,2025-11-22 00:00:00+00:00,30.25,succeeded,2
CUST-00053,2026-03-22 00:00:00+00:00,188.03,succeeded,0
CUST-00053,2026-02-20 00:00:00+00:00,193.51,succeeded,3
CUST-00053,2026-01-21 00:00:00+00:00,200.44,succeeded,3
CUST-00053,2025-12-22 00:00:00+00:00,191.99,succeeded,2
CUST-00053,2025-11-22 00:00:00+00:00,204.89,succeeded,0
CUST-00054,2026-03-22 00:00:00+00:00,83.44,succeeded,3
CUST-00054,2026-02-20 00:00:00+00:00,81.57,succeeded,1
CUST-00054,2026-01-21 00:00:00+00:00,87.59,succeeded,1
CUST-00054,2025-12-22 00:00:00+00:00,94.29,succeeded,2
CUST-00054,2025-11-22 00:00:00+00:00,77.02,failed,2
CUST-00055,2026-04-21 00:00:00+00:00,29.9,succeeded,2
CUST-00055,2026-03-22 00:00:00+00:00,28.95,succeeded,2
CUST-00055,2026-02-20 00:00:00+00:00,29.2,succeeded,3
CUST-00055,2026-01-21 00:00:00+00:00,48.2,succeeded,1
CUST-00055,2025-12-22 00:00:00+00:00,36.66,succeeded,2
CUST-00055,2025-11-22 00:00:00+00:00,30.38,succeeded,3
CUST-00056,2026-04-21 00:00:00+00:00,41.11,succeeded,3
CUST-00056,2026-03-22 00:00:00+00:00,31.74,succeeded,3
CUST-00056,2026-02-20 00:00:00+00:00,23.85,succeeded,3
CUST-00056,2026-01-21 00:00:00+00:00,47.38,succeeded,2
CUST-00056,2025-12-22 00:00:00+00:00,31.64,succeeded,3
CUST-00056,2025-11-22 00:00:00+00:00,31.0,succeeded,3
CUST-00057,2026-04-21 00:00:00+00:00,79.47,succeeded,3
CUST-00057,2026-03-22 00:00:00+00:00,76.78,succeeded,2
CUST-00057,2026-02-20 00:00:00+00:00,72.1,succeeded,0
CUST-00057,2026-01-21 00:00:00+00:00,82.21,succeeded,2
CUST-00057,2025-12-22 00:00:00+00:00,79.1,succeeded,2
CUST-00057,2025-11-22 00:00:00+00:00,80.5,failed,5
CUST-00058,2026-04-21 00:00:00+00:00,29.91,succeeded,3
CUST-00058,2026-03-22 00:00:00+00:00,30.98,succeeded,3
CUST-00058,2026-02-20 00:00:00+00:00,30.15,succeeded,2
CUST-00058,2026-01-21 00:00:00+00:00,20.98,succeeded,3
CUST-00058,2025-12-22 00:00:00+00:00,30.06,succeeded,0
CUST-00058,2025-11-22 00:00:00+00:00,40.61,succeeded,1
CUST-00059,2026-04-21 00:00:00+00:00,84.84,succeeded,1
CUST-00059,2026-03-22 00:00:00+00:00,83.63,succeeded,3
CUST-00059,2026-02-20 00:00:00+00:00,87.35,succeeded,3
CUST-00059,2026-01-21 00:00:00+00:00,85.68,succeeded,1
CUST-00059,2025-12-22 00:00:00+00:00,85.28,succeeded,3
CUST-00059,2025-11-22 00:00:00+00:00,88.78,succeeded,0
CUST-00060,2026-04-21 00:00:00+00:00,203.77,succeeded,2
CUST-00060,2026-03-22 00:00:00+00:00,207.0,succeeded,0
CUST-00060,2026-02-20 00:00:00+00:00,212.64,succeeded,0
CUST-00060,2026-01-21 00:00:00+00:00,213.64,succeeded,0
CUST-00060,2025-12-22 00:00:00+00:00,201.39,succeeded,2
CUST-00060,2025-11-22 00:00:00+00:00,204.38,succeeded,0
CUST-00061,2026-04-21 00:00:00+00:00,40.68,succeeded,2
CUST-00061,2026-03-22 00:00:00+00:00,38.26,succeeded,1
CUST-00061,2026-02-20 00:00:00+00:00,34.07,succeeded,3
CUST-00061,2026-01-21 00:00:00+00:00,33.45,succeeded,3
CUST-00061,2025-12-22 00:00:00+00:00,36.38,succeeded,1
CUST-00061,2025-11-22 00:00:00+00:00,43.51,succeeded,3
CUST-00062,2026-04-21 00:00:00+00:00,23.89,succeeded,2
CUST-00062,2026-03-22 00:00:00+00:00,25.89,succeeded,3
CUST-00062,2026-02-20 00:00:00+00:00,28.4,succeeded,2
CUST-00062,2026-01-21 00:00:00+00:00,23.57,succeeded,0
CUST-00062,2025-12-22 00:00:00+00:00,31.71,succeeded,3
CUST-00062,2025-11-22 00:00:00+00:00,16.12,succeeded,2
CUST-00063,2026-04-21 00:00:00+00:00,205.14,succeeded,1
CUST-00063,2026-03-22 00:00:00+00:00,206.03,succeeded,2
CUST-00063,2026-02-20 00:00:00+00:00,202.92,succeeded,0
CUST-00063,2026-01-21 00:00:00+00:00,210.37,succeeded,3
CUST-00063,2025-12-22 00:00:00+00:00,204.02,succeeded,3
CUST-00063,2025-11-22 00:00:00+00:00,214.39,succeeded,2
CUST-00064,2026-04-21 00:00:00+00:00,79.64,succeeded,0
CUST-00064,2026-03-22 00:00:00+00:00,78.17,succeeded,1
CUST-00064,2026-02-20 00:00:00+00:00,70.01,succeeded,1
CUST-00064,2026-01-21 00:00:00+00:00,80.1,succeeded,1
CUST-00064,2025-12-22 00:00:00+00:00,77.04,succeeded,0
CUST-00064,2025-11-22 00:00:00+00:00,78.58,failed,13
CUST-00065,2026-04-21 00:00:00+00:00,46.68,failed,1
CUST-00065,2026-03-22 00:00:00+00:00,32.21,succeeded,3
CUST-00065,2026-02-20 00:00:00+00:00,31.06,succeeded,0
CUST-00065,2026-01-21 00:00:00+00:00,40.91,failed,6
CUST-00065,2025-12-22 00:00:00+00:00,35.29,failed,14
CUST-00065,2025-11-22 00:00:00+00:00,30.34,succeeded,0
CUST-00066,2026-04-21 00:00:00+00:00,201.98,succeeded,2
CUST-00066,2026-03-22 00:00:00+00:00,208.92,failed,1
CUST-00066,2026-02-20 00:00:00+00:00,203.41,succeeded,0
CUST-00066,2026-01-21 00:00:00+00:00,200.9,succeeded,0
CUST-00066,2025-12-22 00:00:00+00:00,210.1,succeeded,3
CUST-00066,2025-11-22 00:00:00+00:00,193.46,succeeded,2
CUST-00067,2026-04-21 00:00:00+00:00,194.66,succeeded,3
CUST-00067,2026-03-22 00:00:00+00:00,196.18,succeeded,1
CUST-00067,2026-02-20 00:00:00+00:00,202.28,succeeded,0
CUST-00067,2026-01-21 00:00:00+00:00,195.65,succeeded,2
CUST-00067,2025-12-22 00:00:00+00:00,195.17,succeeded,2
CUST-00067,2025-11-22 00:00:00+00:00,199.68,succeeded,1
CUST-00068,2026-04-21 00:00:00+00:00,73.98,failed,13
CUST-00068,2026-03-22 00:00:00+00:00,73.05,succeeded,0
CUST-00068,2026-02-20 00:00:00+00:00,72.64,succeeded,1
CUST-00068,2026-01-21 00:00:00+00:00,73.13,succeeded,3
CUST-00068,2025-12-22 00:00:00+00:00,64.73,succeeded,1
CUST-00068,2025-11-22 00:00:00+00:00,75.14,failed,14
CUST-00069,2026-03-22 00:00:00+00:00,82.29,succeeded,0
CUST-00069,2026-02-20 00:00:00+00:00,90.26,succeeded,0
CUST-00069,2026-01-21 00:00:00+00:00,84.5,succeeded,0
CUST-00069,2025-12-22 00:00:00+00:00,84.09,succeeded,3
CUST-00069,2025-11-22 00:00:00+00:00,76.45,succeeded,1
CUST-00070,2026-03-22 00:00:00+00:00,51.59,succeeded,2
CUST-00070,2026-02-20 00:00:00+00:00,50.16,succeeded,2
CUST-00070,2026-01-21 00:00:00+00:00,54.59,succeeded,1
CUST-00070,2025-12-22 00:00:00+00:00,54.04,succeeded,3
CUST-00070,2025-11-22 00:00:00+00:00,51.54,succeeded,1
CUST-00071,2026-04-21 00:00:00+00:00,25.74,succeeded,1
CUST-00071,2026-03-22 00:00:00+00:00,23.56,failed,14
